date,value
1/1/506,-0.2134
1/1/507,-0.1499
1/1/508,-0.1928
1/1/509,-0.2279
1/1/510,-0.2421
1/1/511,-0.2885
1/1/512,-0.2738
1/1/513,-0.1891
1/1/514,-0.2183
1/1/515,-0.1902
1/1/516,-0.1548
1/1/517,-0.1389
1/1/518,-0.1139
1/1/519,-0.1189
1/1/520,-0.1869
1/1/521,-0.1659
1/1/522,-0.1957
1/1/523,-0.14
1/1/524,-0.1583
1/1/525,-0.0974
1/1/526,-0.2305
1/1/527,-0.1658
1/1/528,-0.2196
1/1/529,-0.1915
1/1/530,-0.1997
1/1/531,-0.3422
1/1/532,-0.1841
1/1/533,-0.1535
1/1/534,-0.1287
1/1/535,-0.1629
1/1/536,-0.4439
1/1/537,-0.3183
1/1/538,-0.2788
1/1/539,-0.2438
1/1/540,-0.2927
1/1/541,-0.3522
1/1/542,-0.374
1/1/543,-0.4511
1/1/544,-0.4004
1/1/545,-0.4237
1/1/546,-0.3742
1/1/547,-0.3315
1/1/548,-0.3087
1/1/549,-0.3752
1/1/550,-0.3761
1/1/551,-0.3919
1/1/552,-0.3112
1/1/553,-0.3144
1/1/554,-0.2818
1/1/555,-0.2803
1/1/556,-0.2286
1/1/557,-0.2523
1/1/558,-0.1609
1/1/559,-0.2048
1/1/560,-0.2575
1/1/561,-0.1985
1/1/562,-0.2623
1/1/563,-0.2489
1/1/564,-0.2542
1/1/565,-0.2299
1/1/566,-0.1785
1/1/567,-0.1643
1/1/568,-0.1188
1/1/569,-0.2572
1/1/570,-0.1389
1/1/571,-0.1258
1/1/572,-0.1265
1/1/573,-0.1329
1/1/574,-0.2143
1/1/575,-0.2816
1/1/576,-0.267
1/1/577,-0.2189
1/1/578,-0.2276
1/1/579,-0.2681
1/1/580,-0.2619
1/1/581,-0.2007
1/1/582,-0.2293
1/1/583,-0.1738
1/1/584,-0.1912
1/1/585,-0.243
1/1/586,-0.1278
1/1/587,-0.2357
1/1/588,-0.1527
1/1/589,-0.1791
1/1/590,-0.0571
1/1/591,-0.1999
1/1/592,-0.0718
1/1/593,-0.0369
1/1/594,-0.0038
1/1/595,-0.0718
1/1/596,-0.2427
1/1/597,-0.1014
1/1/598,-0.1128
1/1/599,-0.1661
1/1/600,-0.1299
1/1/601,-0.1876
1/1/602,-0.0778
1/1/603,-0.2038
1/1/604,-0.0439
1/1/605,-0.0297
1/1/606,-0.1468
1/1/607,-0.119
1/1/608,-0.2686
1/1/609,-0.1797
1/1/610,-0.2179
1/1/611,-0.2037
1/1/612,-0.2229
1/1/613,-0.2198
1/1/614,-0.1758
1/1/615,-0.1799
1/1/616,-0.162
1/1/617,-0.2735
1/1/618,-0.134
1/1/619,-0.128
1/1/620,-0.117
1/1/621,-0.168
1/1/622,-0.1765
1/1/623,-0.1829
1/1/624,-0.2028
1/1/625,-0.1918
1/1/626,-0.1877
1/1/627,-0.4157
1/1/628,-0.2496
1/1/629,-0.1303
1/1/630,-0.195
1/1/631,-0.3095
1/1/632,-0.2363
1/1/633,-0.2378
1/1/634,-0.2379
1/1/635,-0.2149
1/1/636,-0.2049
1/1/637,-0.2637
1/1/638,-0.2668
1/1/639,-0.2719
1/1/640,-0.2227
1/1/641,-0.2687
1/1/642,-0.2509
1/1/643,-0.258
1/1/644,-0.2476
1/1/645,-0.2953
1/1/646,-0.308
1/1/647,-0.3665
1/1/648,-0.4069
1/1/649,-0.3172
1/1/650,-0.2511
1/1/651,-0.3045
1/1/652,-0.1432
1/1/653,-0.2246
1/1/654,-0.242
1/1/655,-0.1598
1/1/656,-0.1056
1/1/657,-0.1315
1/1/658,-0.2072
1/1/659,-0.1819
1/1/660,-0.2417
1/1/661,-0.1951
1/1/662,-0.271
1/1/663,-0.2307
1/1/664,-0.2881
1/1/665,-0.1915
1/1/666,-0.2019
1/1/667,-0.1509
1/1/668,-0.2226
1/1/669,-0.1731
1/1/670,-0.0967
1/1/671,-0.03
1/1/672,-0.0919
1/1/673,-0.073
1/1/674,-0.0168
1/1/675,-0.1148
1/1/676,-0.1738
1/1/677,-0.0919
1/1/678,-0.1337
1/1/679,-0.103
1/1/680,-0.098
1/1/681,-0.1987
1/1/682,-0.2108
1/1/683,-0.1496
1/1/684,-0.2756
1/1/685,-0.2638
1/1/686,-0.2696
1/1/687,-0.3248
1/1/688,-0.3049
1/1/689,-0.3329
1/1/690,-0.4069
1/1/691,-0.3554
